close,high,low,open,timestamp,volume
33.61475921,34.91126985,31.84615534,33.62850591,2020-12-27T00:00:00Z,667633454
33.58165584,34.1437803,32.55209049,33.309117,2020-12-26T00:00:00Z,495547107
33.18446759,33.54297921,31.83259042,32.58357877,2020-12-25T00:00:00Z,481987101
32.50007072,32.76867477,30.40853744,31.22117042,2020-12-24T00:00:00Z,573818998
31.18670266,34.40857136,30.05714076,33.43531001,2020-12-23T00:00:00Z,684167317
33.53375214,33.86793761,30.66415131,32.22889971,2020-12-22T00:00:00Z,666724077
32.14838058,35.53152824,31.61750554,34.21151326,2020-12-21T00:00:00Z,691236841
34.31059354,35.66389955,32.64188752,33.26744654,2020-12-20T00:00:00Z,710184669
33.31939613,34.27050582,30.99592263,31.07861083,2020-12-19T00:00:00Z,651914586
30.99803003,31.23318966,29.69227333,30.26083089,2020-12-18T00:00:00Z,415991357
30.17622643,31.61279609,29.65056582,30.65371083,2020-12-17T00:00:00Z,553501415
30.48722945,30.70511543,29.08205224,29.69691877,2020-12-16T00:00:00Z,404312898
29.52211738,30.3836511,29.34192968,30.06766279,2020-12-15T00:00:00Z,336596795
29.9981432,30.1601617,28.67728787,29.12732972,2020-12-14T00:00:00Z,388615261
29.1244244,29.25358866,28.03915533,28.21250823,2020-12-13T00:00:00Z,313579360
28.18625024,28.29736168,27.34110604,27.45905347,2020-12-12T00:00:00Z,275212997
27.37140701,27.79005016,26.78153288,27.70375207,2020-12-11T00:00:00Z,310678329
27.69267152,28.26851587,27.39711507,28.10858991,2020-12-10T00:00:00Z,295191158
28.1887591,28.46878368,27.04468052,27.74694762,2020-12-09T00:00:00Z,362128598
27.69317815,29.44412803,27.45059631,29.30446166,2020-12-08T00:00:00Z,359990925
29.40673641,29.70340364,29.08274401,29.50470829,2020-12-07T00:00:00Z,269355866
29.53782024,30.23402761,29.09083864,29.77834781,2020-12-06T00:00:00Z,281665617
29.75464032,30.10576283,28.73990335,29.11055979,2020-12-05T00:00:00Z,346126786
29.06183098,31.14122228,28.79860276,30.65127281,2020-12-04T00:00:00Z,378175524
30.69964312,30.82571543,29.89761896,30.31154158,2020-12-03T00:00:00Z,360301919
30.29491873,30.9663319,29.630871,30.21471111,2020-12-02T00:00:00Z,404789601
30.189065,31.8434841,29.2587587,31.40036727,2020-12-01T00:00:00Z,518230174
31.43552662,31.66413843,29.77420799,30.26395352,2020-11-30T00:00:00Z,464100587
30.13005289,30.48323423,28.95116038,29.24824653,2020-11-29T00:00:00Z,385644785
29.19741905,29.68956394,28.01361974,28.54754594,2020-11-28T00:00:00Z,415186423
28.47656963,28.74178759,27.30160871,28.25487814,2020-11-27T00:00:00Z,426974626
28.27984024,31.61890121,26.55197042,31.16029938,2020-11-26T00:00:00Z,778313609
31.32758114,35.32322702,30.58675856,33.79406395,2020-11-25T00:00:00Z,707357724
33.86531495,35.22863668,30.76784492,31.12126047,2020-11-24T00:00:00Z,1045952401
31.01461192,31.142792,29.84215883,30.08875546,2020-11-23T00:00:00Z,516355011
29.97462815,31.0580039,29.00331451,30.44950989,2020-11-22T00:00:00Z,500818214
30.41374038,30.69675992,28.24086632,28.90065476,2020-11-21T00:00:00Z,499494059
