time,open,high,low,close,INTSUM,INT,Plot,,Plot,Plot,,,,
1614510420,213.9426,214.6328,213.9426,214.469,NaN,NaN,NaN,0.3455182993216196,0.6910365986432392,0,NaN,0.16609902309242183,NaN,0.5
1614510450,214.469,215.0338,214.469,214.8456,NaN,NaN,NaN,0.4287672577044448,0.8575345154088896,0,NaN,0.25049407060591994,NaN,0.5
1614510480,214.8553,215.4341,214.8552,215.2381,NaN,NaN,NaN,0.4996549753790925,0.9850864923545901,0.01422345840359485,NaN,0.3264424436793112,NaN,0.5
1614510510,215.2327,215.4767,215.1734,215.4767,NaN,NaN,NaN,0.5,1,0,NaN,0.3833545857086291,NaN,0.5
1614510540,215.4708,215.7083,215.3775,215.5622,NaN,NaN,NaN,0.5,1,0,NaN,0.43552328782588634,0.5,NaN
1614510570,215.4976,215.7384,215.3991,215.4511,NaN,NaN,NaN,0.545902354389271,0.8762186185038844,0.21558609027465764,NaN,0.48332119021533104,NaN,0.5
1614510600,215.42,215.4337,214.9104,215.0561,NaN,NaN,NaN,0.564586149305246,0.6495632170235094,0.47960908158698246,NaN,0.5358810104413965,0.5,NaN
1614510630,215.098,215.2996,214.9635,215.0541,NaN,NaN,NaN,0.6030158756245629,0.5917993423648964,0.6142324088842295,0.6030158756245629,0.5753217462827585,0.5,NaN
1614510660,215.0242,215.0242,214.5455,214.7415,NaN,NaN,NaN,0.6116868298502727,0.4214574628034564,0.801916196897089,NaN,0.5171018114379028,0.5,NaN
1614510690,214.662,215.204,214.6045,215.144,NaN,NaN,NaN,0.6389992234697229,0.583961818772099,0.6940366281673469,NaN,0.5663618023096256,0.5,NaN
1614510720,215.2025,215.5006,215.0955,215.4518,NaN,NaN,NaN,0.6425410593698309,0.7338479351330054,0.5512341836066563,0.6425410593698309,0.6032884309187119,NaN,NaN
1614510750,215.4309,215.5597,215.1959,215.2786,NaN,NaN,NaN,0.5956573911846019,0.7158045385106694,0.4755102438585345,NaN,0.6371038716079984,0.5,NaN
1614510780,215.2437,215.4447,215.181,215.402,NaN,NaN,NaN,0.6012201528073541,0.7697769210792272,0.432663384535481,NaN,0.6681238372037792,0.5,NaN
1614510810,215.3966,215.4994,215.2461,215.2776,NaN,NaN,NaN,0.564680651540733,0.7610494095380486,0.36831189354341753,NaN,0.6965417194831343,0.5,NaN
1614510840,215.2667,215.5775,215.2325,215.5667,NaN,NaN,NaN,0.6177383160728783,0.8283828171153841,0.4070938150303725,NaN,0.7226171313469745,0.5,NaN
1614510870,215.5667,215.666,215.4571,215.5674,NaN,NaN,NaN,0.6480170134192256,0.7840176823560001,0.512016344482451,NaN,0.7465020951077811,0.5,NaN
1614510900,215.6219,216.1497,215.5998,216.0437,NaN,NaN,NaN,0.6449676555616441,1,0.2899353111232883,NaN,0.7728097783552742,0.5,NaN
1614510930,216.0467,216.168,215.8413,216.0144,NaN,NaN,NaN,0.6560030604162183,0.9697986046499988,0.3422075161824378,NaN,0.7925014393476888,0.5,NaN
1614510960,216.0395,216.2772,215.8891,215.9959,NaN,NaN,NaN,0.6428151254378011,0.9796705269328921,0.30595972394271,NaN,0.8105616347390202,0.5,NaN
1614510990,216.0049,216.0178,215.6176,215.7095,NaN,NaN,NaN,0.6592430089852517,0.8157566683171145,0.5027293496533888,NaN,0.8304215230144585,0.5,NaN
1614511020,215.6992,216,215.457,215.4625,NaN,NaN,NaN,0.6486224414400584,0.7099855839014232,0.5872592989786937,NaN,0.8482928305981932,0.5,NaN
1614511050,215.4679,215.7094,215.2235,215.2792,NaN,NaN,NaN,0.6878587236419323,0.5638368933474108,0.8118805539364539,0.6878587236419323,0.7628013373284043,0.5,NaN
1614511080,215.247,216.2582,215.247,216.179,NaN,NaN,NaN,0.7240281303762539,0.952770969037332,0.4952852917151759,0.7240281303762539,0.7874957945103779,0.5,NaN
1614511110,216.133,216.5432,215.9815,216.4155,NaN,NaN,NaN,0.7040771217459623,1,0.40815424349192464,NaN,0.809681360367196,NaN,0.5
1614511140,216.3884,216.7346,216.3388,216.6495,NaN,NaN,NaN,0.6150100158353298,1,0.23002003167065957,NaN,0.8263118232067657,0.5,NaN
1614511170,216.697,216.95,216.6497,216.7171,NaN,NaN,NaN,0.5610619211941043,1,0.12212384238820857,NaN,0.8415573952141093,0.5,NaN
1614511200,216.7172,217.19,216.7172,216.9843,NaN,NaN,NaN,0.5,1,0,NaN,0.8583420095805103,0.5,NaN
1614511230,216.9966,217.5332,216.9674,217.3085,NaN,NaN,NaN,0.608120833801678,1,0.21624166760335609,NaN,0.8734419190807475,0.5,NaN
1614511260,217.302,217.5656,217.1007,217.5537,NaN,NaN,NaN,0.6152823019276771,1,0.2305646038553542,NaN,0.8847561876199236,0.5,NaN
1614511290,217.5536,218.4593,217.4259,218.2719,NaN,NaN,NaN,0.516843395272997,1,0.03368679054599415,NaN,0.8972313790927987,0.5,NaN
1614511320,218.2593,218.5,218.2021,218.4725,NaN,NaN,NaN,0.5,1,0,NaN,0.9065593279890527,0.5,NaN
1614511350,218.4725,218.5,218.1178,218.3007,NaN,NaN,NaN,0.548073793081977,0.9211020190736519,0.17504556709030228,NaN,0.9151116152728869,0.5,NaN
1614511380,218.2555,218.2636,217.65,217.665,NaN,NaN,NaN,0.6266202210038162,0.6966700361885885,0.5565704058190439,NaN,0.9245160830326604,0.5,NaN
1614511410,217.6513,217.8405,216.6747,216.908,NaN,NaN,NaN,0.6985926343627828,0.444066564950257,0.9531187037753087,0.6985926343627828,0.9329730305293459,0.5,NaN
1614511440,216.9081,217.4691,216.8114,217.2873,NaN,NaN,NaN,0.7431694619790681,0.48633892395813616,1,NaN,0.9406060006774092,0.5,NaN
1614511470,217.2521,217.4691,217.1969,217.337,NaN,NaN,NaN,0.740620505055338,0.48124101011067605,1,NaN,0.9463246487051494,0.5,NaN
1614511500,217.3105,217.9348,217.3105,217.9005,NaN,NaN,NaN,0.707447852085588,0.6679882883653231,0.746907415805853,NaN,0.9526254799015054,0.5,NaN
1614511530,217.8406,218.1,217.7785,217.9496,NaN,NaN,NaN,0.6285115211683289,0.7465969864784859,0.5104260558581718,0.6285115211683289,0.9573416591222306,0.5,NaN
1614511560,217.9943,217.9943,217.4193,217.4618,NaN,NaN,NaN,0.5464867460602502,0.6757142995657152,0.4172591925547852,NaN,0.9625277692759386,0.5,NaN
1614511590,217.4618,217.4784,217.0323,217.2068,NaN,NaN,NaN,0.5986676576782345,0.560737158459416,0.636598156897053,0.5986676576782345,0.9664177062406907,0.5,NaN
1614511620,217.2482,217.3203,216.136,216.605,NaN,NaN,NaN,0.5811876582871883,0.30115706856068497,0.8612182480136917,NaN,0.8691327084267298,0.5,NaN
1614511650,216.6049,216.8764,216.1959,216.6462,NaN,NaN,NaN,0.6260327968113286,0.2520655936226571,1,NaN,0.7815776985991583,0.5,NaN
1614511680,216.5292,218.048,216.493,217.6262,NaN,NaN,NaN,0.6341190323257797,0.5760609405951456,0.6921771240564139,NaN,0.8043936822922311,0.5,NaN
1614511710,217.6147,218.1318,217.3743,218.0367,NaN,NaN,NaN,0.5814566666068984,0.7690339289157929,0.3938794042980039,0.5814566666068984,0.8248961047629448,NaN,NaN
1614511740,218.0312,218.133,217.7076,217.817,NaN,NaN,NaN,0.5529172710998754,0.7237026026840673,0.3821319395156835,NaN,0.8402424357888068,0.5,NaN
1614511770,217.8193,217.8453,217.4157,217.4339,NaN,NaN,NaN,0.4858303778905372,0.6623517169229938,0.30930903885808064,NaN,0.854312346480867,0.5,NaN
1614511800,217.4783,217.8771,217.4711,217.8654,NaN,NaN,NaN,0.4911761364064287,0.8031849989019295,0.17916727391092788,NaN,0.8672351544434104,0.5,NaN
1614511830,217.87,218.1625,217.8086,218.1508,NaN,NaN,NaN,0.5997980497606364,0.788980978250626,0.4106151212706469,NaN,0.8790760999022929,0.5,NaN
1614511860,218.1508,218.1994,217.5888,217.7164,NaN,NaN,NaN,0.6438999830380261,0.5966501099911655,0.6911498560848868,0.6438999830380261,0.8920832928547123,0.5,NaN
1614511890,217.6288,217.6853,217.1228,217.2026,NaN,NaN,NaN,0.6184821651300613,0.4484191579279455,0.788545172332177,NaN,0.8171887042439455,0.5,NaN
1614511920,217.1971,217.2378,217.0187,217.0469,NaN,NaN,NaN,0.5760925169749171,0.4389352149066301,0.7132498190432041,NaN,0.7485433065285018,0.5,NaN
1614511950,217.0469,217.12,216.3523,216.4246,NaN,NaN,NaN,0.5907699728825622,0.18153994576512428,1,NaN,0.673011779776372,0.5,NaN
1614511980,216.4246,217.0151,216.3523,216.7518,NaN,NaN,NaN,0.6233223965418189,0.25962597654225505,0.9870188165413827,NaN,0.605087871175194,NaN,0.5
1614512010,216.7518,217.0193,216.4765,216.8886,NaN,NaN,NaN,0.5100854376394608,0.21082168124791478,0.8093491940310068,NaN,0.5541369624006339,NaN,0.5
1614512040,216.841,216.9999,216.5996,216.9628,NaN,NaN,NaN,0.4687719096129739,0.3115792117752458,0.6259646074507019,NaN,0.5074178159667475,NaN,NaN
1614512070,216.9628,217.6254,216.9628,217.4036,NaN,NaN,NaN,0.4768298424459323,0.5142388614137274,0.43942082347813716,0.4768298424459323,0.5576461964798533,NaN,NaN
1614512100,217.3805,217.528,216.6,216.7124,NaN,NaN,NaN,0.38812765692572737,0.31526137186841346,0.4609939419830412,0.38812765692572737,0.5011588513249438,NaN,NaN
1614512130,216.6872,216.8259,216.5,216.6454,NaN,NaN,NaN,0.4135584228281679,0.24282603733581523,0.5842908083205206,NaN,0.4588542830520407,NaN,NaN
1614512160,216.6343,216.927,216.5044,216.7971,NaN,NaN,NaN,0.43304820899571217,0.2864619111720596,0.5796345068193647,NaN,0.42008495964321796,NaN,0.5
1614512190,216.7285,216.872,216.5126,216.7091,NaN,NaN,NaN,0.4352100234489102,0.24011464569964436,0.630305401198176,NaN,0.3845212335829305,NaN,0.5
1614512220,216.7091,217.3552,216.7045,217.3524,NaN,NaN,NaN,0.5056399067921258,0.4442408097994983,0.5670390037847532,NaN,0.44707775174031256,NaN,0.5
1614512250,217.2257,217.653,216.9252,217.4871,NaN,NaN,NaN,0.4514909065859487,0.5945878057653277,0.3083940074065698,0.4514909065859487,0.5033117900730207,NaN,0.5
1614512280,217.4758,217.5085,216.913,217,NaN,NaN,NaN,0.401122528699438,0.45197269339042373,0.3502723640084522,NaN,0.45226401654936493,NaN,0.5
1614512310,217.0053,217.0534,216.6154,216.8629,NaN,NaN,NaN,0.4322072356241239,0.4293008194693497,0.43511365177889805,0.4322072356241239,0.4140147718611712,NaN,0.5
1614512340,216.8629,217.1045,216.6502,216.6624,NaN,NaN,NaN,0.4070223965282218,0.3366144264851062,0.4774303665713375,NaN,0.37894487667237964,NaN,NaN
1614512370,216.6501,216.9231,216.6236,216.7965,NaN,NaN,NaN,0.4809665190371734,0.293242082348692,0.6686909557256548,NaN,0.3468337361520325,NaN,0.5
1614512400,216.7902,217.1858,216.7564,216.9213,NaN,NaN,NaN,0.5044585466940882,0.3365118858288217,0.6724052075593547,NaN,0.31739578481150726,NaN,0.5
1614512430,216.9358,217.0353,216.8054,216.9461,NaN,NaN,NaN,0.4589336769277218,0.43772946204724833,0.48013789180819527,NaN,0.2903978761051043,NaN,0.5
1614512460,216.9406,217.0552,216.9,216.9396,NaN,NaN,NaN,0.4449848410944486,0.45895721496211545,0.43101246722678177,0.4449848410944486,0.2656456135822392,NaN,0.5
1614512490,216.9572,217.0053,216.9,216.905,NaN,NaN,NaN,0.4224997954805944,0.47643338336319224,0.3685662075979966,NaN,0.24295245567645454,NaN,0.5
1614512520,216.9048,217,216.8,216.9657,NaN,NaN,NaN,0.4406426044100727,0.48508467771963626,0.3962005311005091,NaN,0.22216316385153337,NaN,0.5
1614512550,216.9498,217.2061,216.9002,217.1855,NaN,NaN,NaN,0.471014059958455,0.5815957854561398,0.3604323344607702,NaN,0.2877874140057103,NaN,0.5
1614512580,217.1855,217.2004,216.8554,216.9554,NaN,NaN,NaN,0.454430890820627,0.4524929903743214,0.4563687912669326,0.454430890820627,0.2632214950234362,NaN,0.5
1614512610,216.9267,217.0105,216.5,216.7253,NaN,NaN,NaN,0.4347599943341589,0.3290878344003258,0.5404321542679921,NaN,0.23620141331983138,NaN,0.5
1614512640,216.7206,217.3,216.5439,217.2636,NaN,NaN,NaN,0.47586372983140746,0.626852912743324,0.32487454691949086,0.47586372983140746,0.31360259238303106,NaN,NaN
1614512670,217.2944,217.4548,217.155,217.4455,NaN,NaN,NaN,0.4968179242313957,0.7144364221273819,0.27919942633540945,NaN,0.37158981047543044,NaN,0.5
1614512700,217.3939,217.9895,217.3578,217.8719,NaN,NaN,NaN,0.5535189515871203,0.9057553600470222,0.2012825431272184,NaN,0.4354278874885917,NaN,0.5
1614512730,217.9087,217.9896,217.697,217.8555,NaN,NaN,NaN,0.5295789187732947,0.9385482195762949,0.12060961797029442,NaN,0.48322490382420763,NaN,0.5
1614512760,217.8433,218,217.3322,217.4011,NaN,NaN,NaN,0.4236624847476909,0.7510405852667823,0.0962843842285995,NaN,0.535785437366532,NaN,0.5
1614512790,217.3912,217.6448,217.1429,217.5156,NaN,NaN,NaN,0.5111164665039347,0.7442937221323216,0.27793921087554785,NaN,0.5831427289401184,NaN,0.5
1614512820,217.5013,217.5624,217.1865,217.2202,NaN,NaN,NaN,0.5104888615136618,0.5388756845224103,0.48210203850491334,NaN,0.5339677883808072,NaN,0.5
1614512850,217.2042,217.238,216.8829,217.0835,NaN,NaN,NaN,0.5503226594909398,0.3782559666512134,0.7223893523306664,0.5503226594909398,0.4889092738322927,NaN,0.5
1614512880,217.0454,217.0648,216.6145,216.8311,NaN,NaN,NaN,0.5294438232547668,0.23597793909361833,0.8229097074159153,NaN,0.4393320302026601,NaN,0.5
1614512910,216.8708,216.9311,216.7055,216.7647,NaN,NaN,NaN,0.4218676046550753,0.17425763600666025,0.6694775733034903,NaN,0.4021769966053738,NaN,0.5
1614512940,216.7671,217.3353,216.7193,217.016,NaN,NaN,NaN,0.4764524856721164,0.22472102712242187,0.728183944221811,NaN,0.36132490796785427,NaN,0.5
1614512970,217.038,217.1,216.9025,216.9026,NaN,NaN,NaN,0.42356136977477377,0.21335810003562167,0.6337646395139258,NaN,0.3306550365976409,NaN,0.5
1614513000,216.9026,216.9352,216.7816,216.8096,NaN,NaN,NaN,0.3943029762500141,0.17752411073733226,0.6110818417626959,NaN,0.30254068104427684,NaN,0.5
1614513030,216.8096,216.8307,216.6361,216.7285,NaN,NaN,NaN,0.35095038939286854,0.17977730543638107,0.522123473349356,NaN,0.27677106919732075,NaN,0.5
1614513060,216.7607,217,216.6576,216.987,NaN,NaN,NaN,0.37246204129516014,0.3917186131284433,0.35320546946187703,0.37246204129516014,0.25319159189269724,NaN,0.5
1614513090,216.9862,217,216.8251,216.996,NaN,NaN,NaN,0.40721680523337034,0.335230523954435,0.4792030865123057,0.40721680523337034,0.23154180720439332,NaN,0.5
1614513120,216.9791,217.4108,216.95,217.2014,NaN,NaN,NaN,0.4161645228852524,0.5189332242921919,0.3133958214783129,0.4161645228852524,0.30934823181999094,NaN,0.5
1614513150,217.2013,217.2129,216.8,216.9884,NaN,NaN,NaN,0.3786499087130073,0.3814636909680695,0.3758361264579452,NaN,0.27771761059756506,NaN,0.5
1614513180,216.9412,216.9884,216.8,216.8102,NaN,NaN,NaN,0.3468159323335307,0.2672963264696908,0.4263355381973705,0.3468159323335307,0.25400286298371333,NaN,0.5
1614513210,216.8146,217.1646,216.8,216.8901,NaN,NaN,NaN,0.39086392379282286,0.26256565901247353,0.5191621885731722,NaN,0.227949366394555,NaN,0.5
1614513240,216.8899,217,216.8002,216.8826,NaN,NaN,NaN,0.39118639799593036,0.25463865396652013,0.5277341420253405,NaN,0.20840634179011208,NaN,0.5
1614513270,216.8727,216.9726,216.7078,216.8807,NaN,NaN,NaN,0.41846367702203324,0.2015538259633973,0.6353735280806692,NaN,0.19048817060580453,NaN,0.5
1614513300,216.8663,217.2504,216.8056,217.188,NaN,NaN,NaN,0.42610206026242836,0.4871884794722945,0.3650156410525622,0.42610206026242836,0.2752967649915289,NaN,0.5
1614513330,217.1885,217.5,217.0818,217.3693,NaN,NaN,NaN,0.42347189111198236,0.6691099083109529,0.1778338739130119,NaN,0.3497894268183849,NaN,0.5
1614513360,217.4172,217.4172,216.9628,217.3486,NaN,NaN,NaN,0.43177588719720433,0.6333070322735094,0.2302447421208993,NaN,0.4167980652714214,NaN,0.5
1614513390,217.3483,217.3986,217,217.0557,NaN,NaN,NaN,0.39635488234044225,0.41390856702463436,0.3788011976562501,NaN,0.3744084065429993,NaN,0.5
1614513420,217.0506,217.1831,216.8,216.8206,NaN,NaN,NaN,0.3684394163244549,0.23683704918332857,0.5000417834655813,0.3684394163244549,0.33626867240109276,NaN,0.5
1614513450,216.8206,216.8345,216.6639,216.7076,NaN,NaN,NaN,0.39625604752696275,0.07428552246727049,0.718226572586655,NaN,0.30768541390208853,NaN,0.5
1614513480,216.7075,217.1834,216.7034,216.9786,NaN,NaN,NaN,0.45247294425631424,0.23324837809172635,0.6716975104209021,NaN,0.27628269772878983,NaN,0.5
1614513510,216.9572,217.1317,216.7034,216.9428,NaN,NaN,NaN,0.4454816073997373,0.21143168207951907,0.6795315327199555,NaN,0.2479798715600298,NaN,0.5
1614513540,216.9484,217.2161,216.8506,217.1103,NaN,NaN,NaN,0.42598877463448914,0.4115519661841547,0.4404255830848236,NaN,0.325203298271514,NaN,0.5
1614513570,217.1025,217.1025,216.0808,216.5005,NaN,NaN,NaN,0.32268133521769227,0.010300756004318533,0.635061914431066,NaN,0.29192711756807377,NaN,0.5
1614513600,216.5469,216.7739,216.3266,216.5845,NaN,NaN,NaN,0.31744952254783226,0.10212596250668068,0.5327730825889838,NaN,0.2620868629100993,NaN,0.5
1614513630,216.5564,216.5847,216,216.0042,NaN,NaN,NaN,0.4870634101142973,0,0.9741268202285946,NaN,0.23512754581472406,NaN,0.5
1614513660,216.022,216.5,216.0044,216.4997,NaN,NaN,NaN,0.48577000457756625,0.27265962562253176,0.6988803835326007,NaN,0.21104127859950478,NaN,0.5
1614513690,216.4996,216.6,216.2,216.3856,NaN,NaN,NaN,0.5259830527557495,0.22767291412978466,0.8242931913817144,NaN,0.19289495362042047,NaN,0.5
1614513720,216.3854,216.5263,216.2043,216.4813,NaN,NaN,NaN,0.40675845136086214,0.44746747773260614,0.36604942498911813,0.40675845136086214,0.17628113611866053,NaN,0.5
1614513750,216.4689,216.5994,216.3856,216.4968,NaN,NaN,NaN,0.42400844977417873,0.4386732275133749,0.40934367203498256,NaN,0.16103852850625172,NaN,0.5
1614513780,216.5065,217.0603,216.4745,217.0603,NaN,NaN,NaN,0.48602321247176505,0.9720464249435301,0,NaN,0.2470324923652835,NaN,0.5
1614513810,217.0033,217.0997,216.8621,217.0692,NaN,NaN,NaN,0.5481872356795299,0.861628229711986,0.2347462416470738,NaN,0.3114323697366445,NaN,0.5
1614513840,217.04,217.04,216.5,216.5439,NaN,NaN,NaN,0.480906758415214,0.518500067264781,0.44331344956564694,NaN,0.27954639348299337,NaN,0.5
1614513870,216.5438,217.0496,216.2941,216.6755,NaN,NaN,NaN,0.5071517653997071,0.5886814947549712,0.4256220360444429,NaN,0.25094533272775543,0.5,NaN
1614513900,216.717,216.8202,216.6755,216.8114,NaN,NaN,NaN,0.5235000739939186,0.680732277888782,0.3662678700990553,NaN,0.3150502457708866,0.5,NaN
1614513930,216.8499,217.1427,216.8107,216.9571,NaN,NaN,NaN,0.6115601017203716,0.6510285877699906,0.5720916156707524,NaN,0.3738097534188586,NaN,NaN
1614513960,216.929,216.9627,216.6458,216.875,NaN,NaN,NaN,0.6040187143343076,0.5911684204098856,0.6168690082587298,0.6040187143343076,0.4276424084526895,0.5,NaN
1614513990,216.8748,217.2,216.85,217.024,NaN,NaN,NaN,0.5520099212965303,0.8193929344380625,0.28462690815499797,0.5520099212965303,0.47701582120414204,NaN,0.5
1614514020,217.0803,217.0803,216.637,216.8924,NaN,NaN,NaN,0.5551121140620711,0.6957901556455933,0.41443407247854874,NaN,0.5312945451316268,0.5,NaN
1614514050,216.8803,217,216.8679,216.9641,NaN,NaN,NaN,0.5802160239506934,0.7143591440339128,0.44607290386747406,NaN,0.572017983772403,0.5,NaN
1614514080,216.9502,216.9918,216.7652,216.8474,NaN,NaN,NaN,0.5866597482912546,0.5980288787826563,0.5752906177998527,NaN,0.6093326626353558,0.5,NaN
1614514110,216.8474,216.9004,216.8193,216.8431,NaN,NaN,NaN,0.5756266098322895,0.6142585641564563,0.5369946555081228,NaN,0.6435474504700693,NaN,0.5
1614514140,216.8431,216.8431,216.2,216.311,NaN,NaN,NaN,0.5384210369493225,0.2050524999880125,0.8717895739106326,0.5384210369493225,0.5784879143271656,NaN,0.5
1614514170,216.2811,216.593,216.2532,216.3405,NaN,NaN,NaN,0.5246389025767275,0.25658187875575167,0.7926959263977035,NaN,0.5297395821723373,NaN,NaN
1614514200,216.3257,216.586,216.25,216.5568,NaN,NaN,NaN,0.5567909943110203,0.39192886406244554,0.7216531245595951,NaN,0.4850586158440097,0.5,NaN
1614514230,216.5569,216.6271,216.4044,216.4713,NaN,NaN,NaN,0.5327169755087343,0.3591159182410264,0.7063180327764422,NaN,0.4440730445671592,0.5,NaN
1614514260,216.4916,216.6,216.3112,216.4559,NaN,NaN,NaN,0.5305319845879686,0.34928996808982726,0.71177400108611,NaN,0.40650994455399403,NaN,0.5
1614514290,216.4644,216.53,216.3111,216.4361,NaN,NaN,NaN,0.4665126879456495,0.47335366072345025,0.4596717151678487,0.4665126879456495,0.3720764840773786,NaN,0.5
1614514320,216.4361,216.4361,216.17,216.3441,NaN,NaN,NaN,0.45956164263315347,0.39960757354758986,0.5195157117187171,0.45956164263315347,0.3405045232182979,NaN,0.5
1614514350,216.3999,216.4361,216.17,216.2295,NaN,NaN,NaN,0.47340302267329215,0.2644781174415053,0.682327927905079,NaN,0.3115614628255799,NaN,0.5
1614514380,216.2629,216.4361,216.1,216.2915,NaN,NaN,NaN,0.46987591278545515,0.32996731948720803,0.6097845060837023,NaN,0.27974045725416113,NaN,0.5
1614514410,216.3486,216.5923,216.2933,216.4416,NaN,NaN,NaN,0.4853415124736853,0.44235362940210093,0.5283293955452697,NaN,0.2559018172523447,NaN,0.5
1614514440,216.4361,216.4619,216.1351,216.1677,NaN,NaN,NaN,0.4511039098950441,0.24884217508835776,0.6533656447017305,NaN,0.2295976470812631,NaN,0.5
1614514470,216.1353,216.2244,215.843,215.9396,NaN,NaN,NaN,0.4131043097245887,0.10593215590716029,0.7202764635420171,NaN,0.20593874191398867,NaN,0.5
1614514500,215.8797,215.9837,215.0444,215.2606,NaN,NaN,NaN,0.4986501397446273,0,0.9973002794892546,NaN,0.18457401822430566,NaN,0.5
1614514530,215.2604,215.588,214.8365,214.9428,NaN,NaN,NaN,0.5,0,1,NaN,0.16541639697010718,NaN,0.5
1614514560,214.8602,215.109,214.48,214.7742,NaN,NaN,NaN,0.5,0,1,NaN,0.14820303592693487,NaN,0.5
1614514590,214.8133,214.9301,214.1586,214.2288,NaN,NaN,NaN,0.5,0,1,NaN,0.1326435877574008,NaN,0.5
1614514620,214.3146,214.3146,213.6175,214.2624,NaN,NaN,NaN,0.4754684365189776,0.03776123614433909,0.913175636893616,NaN,0.11875177383857574,NaN,0.5
1614514650,214.257,214.3524,213.9953,214.147,NaN,NaN,NaN,0.4008170550655654,0.07580506511584262,0.7258290450152882,NaN,0.10835730269784725,NaN,0.5
1614514680,214.1358,214.1952,213.3107,213.672,NaN,NaN,NaN,0.38906515318993146,0,0.7781303063798629,NaN,0.09673873461386968,NaN,0.5
1614514710,213.7038,213.8796,213.4233,213.8539,NaN,NaN,NaN,0.3698690117770758,0.07827775003426639,0.6614602735198852,NaN,0.08824291798466836,NaN,0.5
